Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP02445,Finance,49,128347,13,31,60.0,No
EMP02446,HR,45,107080,15,58,79.8,Yes
EMP02447,Customer Support,34,78842,19,37,73.4,No
EMP02448,Admin,53,107469,4,40,46.2,No
EMP02449,Operations,52,123002,24,50,91.2,Yes
EMP02450,Finance,34,111462,17,53,82.4,Yes
EMP02451,Finance,53,118837,15,31,69.6,No
EMP02452,Customer Support,47,103209,4,52,59.4,No
EMP02453,Customer Support,25,72515,21,49,81.2,Yes
EMP02454,Engineering,45,144592,1,47,43.0,No
EMP02455,Marketing,30,90192,6,30,56.8,No
EMP02456,IT,30,107277,23,60,90.4,Yes
EMP02457,Marketing,59,132979,24,48,100.0,Yes
EMP02458,IT,47,132122,14,41,77.8,Yes
EMP02459,IT,30,111320,12,37,55.8,No
EMP02460,Marketing,52,124628,10,55,71.0,No
EMP02461,Operations,60,129865,1,31,32.4,No
EMP02462,HR,51,114558,24,39,79.6,Yes
EMP02463,Customer Support,55,106562,25,63,99.8,Yes
EMP02464,HR,27,75418,12,44,73.0,No
EMP02465,Finance,25,98601,16,59,93.2,Yes
EMP02466,IT,49,139004,20,30,81.0,Yes
EMP02467,Sales,51,123894,5,50,62.0,No
EMP02468,Finance,60,145718,16,61,83.4,Yes
EMP02469,Marketing,29,89472,17,38,72.4,No
EMP02470,Finance,26,95450,23,55,100.0,Yes
EMP02471,Marketing,27,88449,8,46,63.0,No
EMP02472,Engineering,42,147337,22,63,100.0,Yes
EMP02473,IT,38,127880,11,57,70.0,No
EMP02474,HR,58,111173,24,54,93.6,Yes
EMP02475,HR,32,86193,5,32,45.2,No
EMP02476,Operations,46,118054,1,60,60.8,No
EMP02477,Customer Support,33,89450,15,43,83.8,Yes
EMP02478,Admin,37,90552,15,37,81.2,Yes
EMP02479,Operations,53,118965,11,41,66.4,No
EMP02480,Admin,52,110618,15,36,76.6,Yes
EMP02481,Finance,37,100232,12,57,84.8,Yes
EMP02482,Finance,29,93441,8,59,64.8,No
EMP02483,Sales,56,122260,5,52,66.2,No
EMP02484,Admin,48,100583,3,62,66.6,No
EMP02485,Marketing,53,114147,5,44,53.4,No
EMP02486,Admin,43,107044,20,39,87.4,Yes
EMP02487,HR,54,122476,18,53,83.2,Yes
EMP02488,IT,54,138081,12,40,62.6,No
EMP02489,Marketing,60,139721,25,39,99.4,Yes
EMP02490,Marketing,48,120735,9,33,57.0,No
EMP02491,Admin,45,106335,14,60,83.2,Yes
EMP02492,Sales,29,88035,1,34,51.2,No
EMP02493,Marketing,40,99940,24,34,88.6,Yes
EMP02494,IT,29,112745,16,40,76.8,Yes
EMP02495,Customer Support,31,80345,13,42,71.6,No
EMP02496,Marketing,25,93154,9,38,54.0,No
EMP02497,IT,58,144266,7,58,67.4,No
EMP02498,HR,41,106259,21,37,81.0,Yes
EMP02499,Finance,54,127408,25,60,100.0,Yes
EMP02500,Finance,40,108035,18,59,81.8,Yes
EMP02501,Sales,42,103770,2,54,51.0,No
EMP02502,Customer Support,50,110967,19,40,79.2,Yes
EMP02503,Admin,35,98769,4,35,59.2,No
EMP02504,Marketing,44,116971,22,61,100.0,Yes
EMP02505,Finance,24,92839,25,47,93.2,Yes
EMP02506,Operations,53,122287,14,46,66.8,No
EMP02507,Finance,21,88154,23,61,100.0,Yes
EMP02508,Marketing,52,121108,19,57,83.4,Yes
EMP02509,Admin,52,119277,20,54,96.4,Yes
EMP02510,HR,45,113344,20,36,89.6,Yes
EMP02511,Finance,27,99219,4,45,64.2,No
EMP02512,Customer Support,59,117180,13,32,74.6,No
EMP02513,Engineering,49,140021,19,63,96.0,Yes
EMP02514,HR,48,98391,7,41,69.2,No
EMP02515,Finance,42,106329,10,56,77.6,Yes
EMP02516,Operations,37,102946,22,52,89.8,Yes
EMP02517,Engineering,38,140614,2,50,65.6,No
EMP02518,IT,37,132333,7,65,83.6,No
EMP02519,Customer Support,41,89837,25,52,100.0,Yes
EMP02520,Operations,26,85657,12,64,82.0,Yes
EMP02521,Finance,40,116305,24,35,86.2,Yes
EMP02522,Engineering,60,164540,21,41,80.4,Yes
EMP02523,Engineering,37,138744,12,51,75.2,Yes
EMP02524,IT,31,110852,11,31,56.4,No
EMP02525,Sales,58,124306,17,65,98.6,Yes
EMP02526,IT,55,142508,13,34,57.8,No
EMP02527,Customer Support,26,77346,9,39,68.6,No
EMP02528,Customer Support,43,89995,5,54,62.4,No
EMP02529,Finance,60,141501,11,44,59.2,No
EMP02530,Admin,36,81063,5,47,64.2,No
EMP02531,Marketing,35,106429,8,44,72.8,No
EMP02532,IT,34,118784,1,48,42.6,No
EMP02533,Engineering,60,170229,15,56,89.6,Yes
EMP02534,Marketing,57,135392,14,41,79.8,Yes
EMP02535,Customer Support,46,102126,24,46,90.8,Yes
EMP02536,Operations,48,115090,12,45,77.6,Yes
EMP02537,Finance,43,117140,23,38,83.2,Yes
EMP02538,IT,55,151588,4,62,73.4,No
EMP02539,Finance,41,115614,20,44,94.4,Yes
EMP02540,Marketing,56,136017,15,47,68.2,No
EMP02541,Engineering,50,142118,16,57,80.0,Yes
EMP02542,Admin,22,65285,15,65,89.0,Yes
EMP02543,IT,51,133343,3,52,56.6,No
EMP02544,Sales,57,132986,24,31,88.8,Yes
EMP02545,IT,48,142414,13,43,70.2,No
EMP02546,Sales,55,129673,11,44,74.2,No
EMP02547,IT,47,145630,25,64,100.0,Yes
EMP02548,HR,21,84449,23,52,87.6,Yes
EMP02549,Finance,25,90282,17,56,82.2,Yes
EMP02550,IT,36,129419,6,31,44.4,No
EMP02551,Finance,42,124208,4,55,64.2,No
EMP02552,Customer Support,47,95938,23,60,99.4,Yes
EMP02553,Finance,32,99213,10,52,74.2,No
EMP02554,Engineering,37,132936,3,41,54.0,No
EMP02555,Marketing,33,100731,12,35,68.6,No
EMP02556,Admin,27,89262,9,31,47.8,No
EMP02557,HR,56,110329,22,53,88.4,Yes
EMP02558,Admin,21,72910,1,30,43.8,No
EMP02559,HR,40,90273,19,53,83.0,Yes
EMP02560,Engineering,33,126755,6,64,72.2,No
EMP02561,IT,27,121208,20,53,84.8,Yes
EMP02562,IT,49,143385,17,39,66.0,No
EMP02563,HR,60,122212,18,37,75.6,Yes
EMP02564,Operations,27,98736,22,41,92.2,Yes
EMP02565,Finance,31,111975,16,42,70.0,No
EMP02566,Operations,60,131741,15,65,92.0,Yes
EMP02567,Admin,28,78668,3,51,59.0,No
EMP02568,Marketing,30,99247,16,42,67.0,No
EMP02569,HR,43,108634,16,36,64.4,No
EMP02570,Admin,41,103294,19,64,96.6,Yes
EMP02571,Marketing,55,120439,10,50,74.0,No
EMP02572,Sales,33,97846,21,57,97.0,Yes
EMP02573,Finance,45,125096,16,31,62.4,No
EMP02574,Admin,41,96223,16,54,88.2,Yes
EMP02575,HR,39,92962,17,32,63.8,No
EMP02576,Admin,40,86571,6,50,69.8,No
EMP02577,HR,22,72568,10,54,73.4,No
EMP02578,HR,55,122658,22,57,100.0,Yes
EMP02579,Admin,32,82428,12,32,55.8,No
EMP02580,IT,50,132390,8,50,62.4,No
EMP02581,Marketing,52,113882,19,30,76.2,Yes
EMP02582,Finance,34,103677,10,30,58.0,No
EMP02583,Customer Support,32,86571,8,53,59.2,No
EMP02584,IT,30,114460,20,45,88.0,Yes
EMP02585,Sales,57,126808,7,47,52.8,No
EMP02586,Customer Support,47,97609,13,47,78.6,Yes
EMP02587,HR,37,85769,21,55,96.8,Yes
EMP02588,Marketing,29,88577,3,37,44.6,No
EMP02589,Finance,52,128127,6,64,66.2,No
EMP02590,Customer Support,37,88786,10,64,77.4,Yes
EMP02591,Sales,57,126340,4,37,47.4,No
EMP02592,Admin,26,72365,16,42,82.0,Yes
EMP02593,Engineering,23,111250,16,36,69.4,No
EMP02594,Customer Support,23,64808,6,35,50.8,No
EMP02595,Operations,48,119084,15,39,81.4,Yes
EMP02596,Admin,23,71495,25,42,92.2,Yes
EMP02597,HR,23,75818,5,51,56.6,No
EMP02598,Engineering,43,144422,7,33,56.4,No
EMP02599,Sales,30,88380,17,34,68.0,No
EMP02600,Operations,33,87429,22,58,100.0,Yes
EMP02601,Marketing,25,89430,20,63,100.0,Yes
EMP02602,IT,31,109058,18,50,77.4,Yes
EMP02603,Customer Support,25,65572,17,64,100.0,Yes
EMP02604,Operations,31,88901,12,32,55.8,No
EMP02605,HR,35,100438,13,30,54.4,No
EMP02606,Finance,45,127469,8,32,62.6,No
EMP02607,HR,25,88726,21,60,100.0,Yes
EMP02608,Sales,45,113734,22,54,91.0,Yes
EMP02609,Sales,52,123100,12,59,73.0,No
EMP02610,Admin,50,101731,12,44,69.0,No
EMP02611,Customer Support,32,85461,9,40,52.2,No
EMP02612,Sales,48,117671,5,32,53.2,No
EMP02613,Marketing,55,127565,13,38,64.2,No
EMP02614,Customer Support,46,105021,14,59,86.6,Yes
EMP02615,Engineering,45,144682,12,51,76.2,Yes
EMP02616,Admin,29,78909,7,45,57.6,No
EMP02617,Marketing,57,133583,24,53,100.0,Yes
EMP02618,Operations,47,110396,21,49,91.2,Yes
EMP02619,Engineering,30,130821,4,64,66.6,No
EMP02620,Customer Support,60,114116,2,42,50.8,No
EMP02621,IT,56,154157,22,54,97.0,Yes
EMP02622,Engineering,32,131047,1,43,57.6,No
EMP02623,Sales,32,96568,24,39,96.6,Yes
EMP02624,IT,33,124954,14,50,74.2,No
EMP02625,Engineering,29,115956,11,63,72.6,No
EMP02626,Finance,25,86728,1,30,41.8,No
EMP02627,Operations,26,83134,12,42,64.8,No
EMP02628,Finance,40,122118,12,50,77.6,Yes
EMP02629,Operations,51,117694,23,41,87.0,Yes
EMP02630,Admin,27,74749,6,39,59.2,No
EMP02631,Admin,28,75786,20,56,98.6,Yes
EMP02632,Engineering,56,155372,23,47,84.6,Yes
EMP02633,Engineering,30,120443,4,32,50.4,No
EMP02634,Customer Support,51,96853,16,40,82.8,Yes
EMP02635,Engineering,44,147458,19,41,70.8,No
EMP02636,Operations,52,121523,11,35,54.8,No
EMP02637,IT,32,121298,20,49,81.4,Yes
EMP02638,Marketing,28,93179,21,50,81.8,Yes
EMP02639,Engineering,43,137139,1,56,58.4,No
EMP02640,Marketing,37,111453,17,47,70.8,No
EMP02641,Operations,52,117225,6,33,51.6,No
EMP02642,Engineering,37,125725,14,51,75.8,Yes
EMP02643,Finance,50,116028,11,65,74.8,No
EMP02644,HR,60,121919,24,31,85.8,Yes
EMP02645,Engineering,33,120779,13,54,75.8,Yes
EMP02646,Operations,45,114910,12,62,83.8,Yes
EMP02647,IT,42,138500,12,46,67.2,No
EMP02648,Sales,52,122141,9,35,51.2,No
EMP02649,Admin,41,90411,4,31,40.8,No
EMP02650,Finance,36,100328,6,53,58.6,No
EMP02651,Marketing,57,120871,25,35,78.0,Yes
EMP02652,Operations,21,77319,20,34,86.4,Yes
EMP02653,Operations,50,110996,22,36,74.2,No
EMP02654,Marketing,29,90880,24,35,78.2,Yes
EMP02655,HR,26,78088,14,44,64.6,No
EMP02656,Customer Support,26,72512,11,63,84.6,Yes
EMP02657,Engineering,33,134975,20,41,81.6,Yes
EMP02658,HR,58,126232,15,41,63.6,No
EMP02659,IT,26,105915,7,46,69.2,No
EMP02660,Marketing,57,120883,23,37,81.6,Yes
EMP02661,Operations,32,90722,25,44,95.4,Yes
EMP02662,Sales,58,131202,20,56,100.0,Yes
EMP02663,Marketing,39,108097,14,46,71.8,No
EMP02664,HR,54,114022,21,46,82.4,Yes
EMP02665,HR,25,81279,3,61,55.0,No
EMP02666,Customer Support,60,107393,3,58,54.2,No
EMP02667,Operations,41,114851,23,34,81.8,Yes
EMP02668,Engineering,41,141338,12,60,84.6,Yes
EMP02669,Engineering,40,134235,11,64,77.2,Yes
EMP02670,IT,58,153026,2,52,60.8,No
EMP02671,Operations,50,122217,13,59,84.8,Yes
EMP02672,IT,30,119749,24,54,87.6,Yes
EMP02673,Operations,29,94888,13,39,69.8,No
EMP02674,Customer Support,21,65149,22,41,94.2,Yes
EMP02675,Marketing,32,101221,4,31,52.8,No
EMP02676,Sales,30,81710,11,42,72.0,No
EMP02677,IT,46,134298,10,65,76.0,Yes
EMP02678,Engineering,33,133783,20,61,97.6,Yes
EMP02679,Engineering,31,128779,22,33,74.4,No
EMP02680,Operations,25,96916,23,60,98.4,Yes
EMP02681,Marketing,30,93091,17,61,92.2,Yes
EMP02682,HR,52,113494,10,40,74.0,No
EMP02683,Customer Support,40,102631,20,37,74.2,No
EMP02684,Sales,54,113998,11,53,74.6,No
EMP02685,Engineering,57,163049,3,31,47.0,No
EMP02686,Marketing,47,114049,7,50,64.6,No
EMP02687,Sales,51,125114,18,51,85.0,Yes
EMP02688,IT,33,129026,11,44,77.2,Yes
EMP02689,Marketing,36,93835,16,60,86.8,Yes
EMP02690,Finance,53,129139,13,39,60.8,No
EMP02691,Engineering,54,146993,15,47,81.2,Yes
EMP02692,Marketing,45,108688,25,47,96.2,Yes
EMP02693,Engineering,24,108900,8,44,62.8,No
EMP02694,Engineering,43,140537,18,39,77.8,Yes
EMP02695,Operations,52,115955,20,64,100.0,Yes
EMP02696,Finance,33,100987,10,33,65.8,No
EMP02697,Sales,53,122460,8,54,58.8,No
EMP02698,Sales,40,102702,7,39,48.0,No
EMP02699,Customer Support,22,76635,3,53,53.2,No
EMP02700,Customer Support,49,113259,18,40,82.4,Yes
EMP02701,Finance,41,113242,9,59,69.6,No
EMP02702,Engineering,59,170017,10,40,58.0,No
EMP02703,HR,41,99899,4,33,56.0,No
EMP02704,Operations,51,120488,5,50,68.0,No
EMP02705,Customer Support,22,74360,21,50,84.8,Yes
EMP02706,HR,41,99817,21,48,96.6,Yes
EMP02707,HR,57,112721,17,33,77.4,Yes
EMP02708,Finance,25,88350,5,39,60.4,No
EMP02709,Marketing,31,98900,3,53,59.2,No
EMP02710,Customer Support,26,82336,11,34,64.2,No
EMP02711,HR,55,118975,17,56,80.2,Yes
EMP02712,Finance,56,127412,7,58,62.4,No
EMP02713,Marketing,37,112674,8,33,46.2,No
EMP02714,Marketing,24,80182,16,32,67.0,No
EMP02715,IT,35,122468,5,62,68.2,No
EMP02716,Customer Support,45,98490,1,62,66.0,No
EMP02717,Customer Support,22,62714,18,34,70.8,No
EMP02718,HR,58,128695,7,44,66.0,No
EMP02719,Operations,21,91257,23,35,85.4,Yes
EMP02720,IT,53,138589,13,43,78.2,Yes
EMP02721,Sales,21,82465,9,65,83.2,Yes
EMP02722,IT,45,134960,7,46,58.2,No
EMP02723,Sales,41,103551,13,37,71.6,No
EMP02724,Engineering,22,119693,20,62,91.2,Yes
EMP02725,Finance,32,96897,2,54,54.0,No
EMP02726,Sales,33,104039,23,43,88.2,Yes
EMP02727,Engineering,44,151374,2,44,50.0,No
EMP02728,Admin,34,78205,1,49,49.2,No
EMP02729,Operations,32,98132,7,61,71.2,No
EMP02730,Customer Support,50,111111,20,40,87.0,Yes
EMP02731,Sales,56,114745,22,45,97.6,Yes
EMP02732,HR,27,72767,1,33,41.6,No
EMP02733,Sales,21,88815,15,54,76.4,Yes
EMP02734,HR,27,78651,12,43,72.4,No
EMP02735,Finance,44,108533,9,56,70.8,No
EMP02736,Finance,23,91208,10,39,67.4,No
EMP02737,Finance,34,111414,21,31,73.4,No
EMP02738,Finance,21,95117,3,45,62.4,No
EMP02739,Sales,56,130655,9,31,61.8,No
EMP02740,IT,25,113026,7,34,57.0,No
EMP02741,HR,22,81660,16,57,88.0,Yes
EMP02742,HR,32,80464,19,32,73.4,No
EMP02743,Engineering,39,127599,7,47,60.8,No
EMP02744,Marketing,33,89663,23,58,100.0,Yes
EMP02745,Customer Support,23,70186,18,61,82.0,Yes
EMP02746,Operations,39,108750,3,53,64.2,No
EMP02747,IT,55,154055,12,53,82.4,Yes
EMP02748,Operations,30,96336,24,52,91.4,Yes
EMP02749,Customer Support,58,115984,12,59,78.0,Yes
EMP02750,Engineering,30,129363,22,64,100.0,Yes
EMP02751,Finance,48,117110,20,46,85.6,Yes
EMP02752,Engineering,43,136983,15,64,78.4,Yes
EMP02753,Admin,42,107021,21,39,83.2,Yes
EMP02754,IT,55,142744,19,38,81.0,Yes
EMP02755,Customer Support,26,84025,4,62,57.4,No
EMP02756,Finance,54,128146,19,30,81.2,Yes
EMP02757,Marketing,31,103229,22,51,85.2,Yes
EMP02758,Operations,41,113341,18,55,89.4,Yes
EMP02759,Operations,35,92487,24,56,95.8,Yes
EMP02760,IT,50,130019,23,42,94.6,Yes
EMP02761,Engineering,27,122445,5,34,48.4,No
EMP02762,Sales,46,103364,7,64,69.0,No
EMP02763,HR,22,70367,1,48,48.6,No
EMP02764,Finance,32,108230,3,46,48.0,No
EMP02765,Operations,48,104946,22,55,100.0,Yes
EMP02766,Operations,40,101830,13,53,76.2,Yes
EMP02767,Engineering,48,153700,21,32,70.0,No
EMP02768,Operations,52,117781,12,31,67.2,No
EMP02769,Admin,45,104851,25,36,96.6,Yes
EMP02770,Operations,60,119895,22,61,100.0,Yes
EMP02771,Engineering,23,123160,25,35,86.0,Yes
EMP02772,Finance,55,124080,3,45,58.4,No
EMP02773,Operations,45,102125,8,60,72.4,No
EMP02774,Admin,40,92096,25,58,100.0,Yes
EMP02775,Finance,47,130845,1,38,36.6,No
EMP02776,Engineering,53,149538,3,62,68.6,No
EMP02777,Customer Support,38,88896,18,33,82.2,Yes
EMP02778,Admin,28,85402,16,41,74.4,No
EMP02779,HR,31,91183,10,51,63.6,No
EMP02780,Finance,30,106933,7,60,67.6,No
EMP02781,Customer Support,21,72544,25,41,82.6,Yes
EMP02782,IT,40,137122,8,51,72.0,No
EMP02783,Engineering,35,125327,23,37,80.6,Yes
EMP02784,IT,29,119155,24,31,88.8,Yes
EMP02785,Customer Support,44,99868,1,63,71.6,No
EMP02786,Finance,55,122098,14,60,81.2,Yes
EMP02787,Admin,48,96793,23,57,89.6,Yes
EMP02788,Sales,26,91752,22,52,94.8,Yes
EMP02789,Marketing,53,114390,5,37,48.2,No
EMP02790,IT,26,115817,22,42,93.8,Yes
EMP02791,Admin,44,91989,9,60,69.2,No
EMP02792,Customer Support,58,105902,4,65,65.2,No
EMP02793,IT,33,122402,10,38,52.8,No
EMP02794,HR,44,96494,17,30,76.6,Yes
EMP02795,Admin,38,87091,1,49,53.2,No
EMP02796,Engineering,36,138756,7,42,64.8,No
EMP02797,Marketing,51,123909,4,41,60.8,No
EMP02798,Finance,55,137707,5,38,47.8,No
EMP02799,Engineering,25,128551,17,34,68.0,No
EMP02800,Customer Support,36,85584,21,53,89.6,Yes
EMP02801,HR,47,97806,25,57,100.0,Yes
EMP02802,HR,46,108004,7,53,70.4,No
EMP02803,Marketing,59,136507,24,38,97.0,Yes
EMP02804,Customer Support,53,106508,21,40,92.8,Yes
EMP02805,Sales,54,123980,16,34,80.2,Yes
EMP02806,Customer Support,22,64180,3,65,60.4,No
EMP02807,Operations,23,83802,9,55,75.2,Yes
EMP02808,Sales,42,105497,18,50,89.4,Yes
EMP02809,Engineering,53,163431,13,65,93.4,Yes
EMP02810,IT,57,141381,16,51,86.4,Yes
EMP02811,Admin,42,95644,17,34,83.0,Yes
EMP02812,Sales,38,98065,10,62,77.2,Yes
EMP02813,Marketing,41,110620,19,42,80.4,Yes
EMP02814,Operations,33,95726,17,56,84.2,Yes
EMP02815,Customer Support,59,110363,22,42,85.8,Yes
EMP02816,Operations,33,104717,23,64,100.0,Yes
EMP02817,Engineering,34,126482,19,63,87.0,Yes
EMP02818,Marketing,39,102799,7,51,75.2,No
EMP02819,Operations,52,125270,8,55,67.4,No
EMP02820,Engineering,57,153195,18,51,83.0,Yes
EMP02821,Finance,59,138139,9,37,67.4,No
EMP02822,HR,46,103549,3,42,57.6,No
EMP02823,Admin,50,113748,19,47,92.4,Yes
EMP02824,Marketing,47,120415,9,33,68.0,No
EMP02825,Finance,52,130077,16,57,85.0,Yes
EMP02826,IT,28,115440,6,37,46.0,No
EMP02827,Finance,23,100572,9,36,66.8,No
EMP02828,IT,38,122313,4,57,54.4,No
EMP02829,HR,57,119462,1,37,55.0,No
EMP02830,Sales,38,98152,14,45,71.2,No
EMP02831,Sales,60,124745,18,52,79.6,Yes
EMP02832,Admin,22,70604,19,50,81.2,Yes
EMP02833,Marketing,45,109255,18,31,65.0,No
EMP02834,Sales,57,116535,16,37,70.0,No
EMP02835,Marketing,47,126375,8,59,66.8,No
EMP02836,Marketing,32,88503,9,36,56.8,No
EMP02837,Customer Support,40,97619,19,54,84.6,Yes
EMP02838,Finance,35,111553,3,56,65.0,No
EMP02839,Customer Support,30,71754,20,54,97.4,Yes
EMP02840,Marketing,38,109908,22,61,100.0,Yes
EMP02841,Operations,42,114031,1,61,69.4,No
EMP02842,Engineering,45,146221,20,43,77.8,Yes
EMP02843,Customer Support,25,71787,6,55,61.8,No
EMP02844,Operations,41,104351,13,47,72.6,No
EMP02845,Customer Support,35,77795,20,60,100.0,Yes
EMP02846,Finance,36,110942,15,31,75.6,Yes
EMP02847,Operations,43,114687,13,31,67.0,No
EMP02848,Customer Support,49,102153,3,57,62.6,No
EMP02849,Sales,35,102680,12,46,66.2,No
EMP02850,Marketing,31,106831,19,63,100.0,Yes
EMP02851,HR,33,81172,13,53,74.2,No
EMP02852,IT,26,102840,3,65,64.4,No
EMP02853,Admin,26,73083,9,58,72.0,No
EMP02854,Customer Support,30,78506,9,41,65.8,No
EMP02855,IT,40,125596,17,34,65.0,No
EMP02856,HR,60,121445,19,41,87.8,Yes
EMP02857,Customer Support,51,96763,6,45,55.8,No
EMP02858,Finance,59,134616,3,36,44.0,No
EMP02859,Finance,55,139135,25,59,100.0,Yes
EMP02860,IT,32,116449,18,41,69.0,No
EMP02861,IT,41,136018,25,47,85.2,Yes
EMP02862,Admin,53,105022,2,55,53.6,No
EMP02863,Engineering,24,116727,5,38,62.8,No
EMP02864,Sales,44,112707,15,45,71.0,No
EMP02865,Marketing,28,85797,6,32,54.0,No
EMP02866,HR,29,92130,10,59,80.4,Yes
EMP02867,Admin,46,109404,18,55,91.4,Yes
EMP02868,Operations,54,120038,20,55,97.0,Yes
EMP02869,IT,47,130536,17,61,80.2,Yes
EMP02870,Finance,34,105579,20,53,82.8,Yes
EMP02871,Customer Support,59,115614,13,54,78.8,Yes
EMP02872,Operations,22,73925,16,42,72.0,No
EMP02873,IT,48,137495,15,38,73.8,No
EMP02874,IT,36,127586,1,44,48.2,No
EMP02875,Customer Support,52,109575,15,59,80.4,Yes
EMP02876,IT,50,138040,14,33,61.0,No
EMP02877,Sales,27,88886,12,33,67.4,No
EMP02878,Customer Support,45,100625,3,48,62.2,No
EMP02879,Engineering,56,149420,2,60,62.6,No
EMP02880,Marketing,42,105837,10,62,67.2,No
EMP02881,IT,27,111234,24,65,95.2,Yes
EMP02882,Admin,22,75565,7,63,62.4,No
EMP02883,Customer Support,49,105168,11,59,86.2,Yes
EMP02884,Sales,41,111140,12,33,71.4,No
EMP02885,Engineering,28,127801,25,61,100.0,Yes
EMP02886,Admin,23,66804,24,62,96.4,Yes
EMP02887,Operations,45,109752,22,58,90.4,Yes
EMP02888,Marketing,30,95036,3,54,61.8,No
EMP02889,HR,35,82396,2,49,49.0,No
EMP02890,Customer Support,33,88283,19,42,75.4,Yes
EMP02891,Admin,48,101501,19,46,73.8,No
EMP02892,IT,25,115815,2,46,45.2,No
EMP02893,Engineering,35,125743,6,61,61.4,No
EMP02894,Operations,50,122365,20,53,87.8,Yes
EMP02895,Admin,57,116099,18,51,91.0,Yes
EMP02896,Admin,30,92459,22,47,86.8,Yes
EMP02897,HR,35,90919,14,60,83.2,Yes
EMP02898,Sales,53,110280,16,55,91.8,Yes
EMP02899,Sales,40,111186,4,39,49.6,No
EMP02900,Marketing,35,95230,15,39,79.4,Yes
EMP02901,Operations,53,124339,14,55,88.2,Yes
EMP02902,Sales,42,100723,3,45,63.4,No
EMP02903,Finance,51,118064,25,50,100.0,Yes
EMP02904,Customer Support,46,105704,5,56,54.6,No
EMP02905,Operations,42,105122,4,49,63.6,No
EMP02906,Customer Support,52,110681,19,43,85.0,Yes
EMP02907,Sales,36,99213,8,40,55.4,No
EMP02908,Operations,59,120515,19,54,81.6,Yes
EMP02909,Finance,26,91116,24,30,90.2,Yes
EMP02910,Engineering,48,139282,3,39,40.8,No
EMP02911,IT,51,140749,2,38,49.4,No
EMP02912,Finance,43,116750,2,40,49.6,No
EMP02913,HR,27,73694,19,35,86.2,Yes
EMP02914,Marketing,21,91268,6,55,58.8,No
EMP02915,Sales,38,92948,20,63,100.0,Yes
EMP02916,IT,39,136662,3,59,60.8,No
EMP02917,Admin,31,94073,4,61,62.8,No
EMP02918,HR,39,92134,13,51,81.0,Yes
EMP02919,Operations,49,115422,17,49,92.0,Yes
EMP02920,Customer Support,46,100902,8,49,61.8,No
EMP02921,Engineering,36,124405,5,39,46.4,No
EMP02922,Finance,24,98510,5,36,46.6,No
EMP02923,Finance,30,101484,10,51,78.6,Yes
EMP02924,Engineering,36,127217,14,56,90.8,Yes
EMP02925,Sales,56,127706,23,43,99.2,Yes
EMP02926,Operations,23,80874,6,55,66.8,No
EMP02927,HR,25,82765,2,46,48.2,No
EMP02928,Engineering,52,153003,22,55,98.6,Yes
EMP02929,Operations,29,92114,24,57,100.0,Yes
EMP02930,HR,32,92024,6,46,52.4,No
EMP02931,Operations,52,113998,5,32,47.2,No
EMP02932,Engineering,53,149515,9,42,66.4,No
EMP02933,HR,23,78838,21,53,100.0,Yes
EMP02934,Operations,44,115620,1,36,51.4,No
EMP02935,Marketing,33,106147,5,51,59.6,No
EMP02936,Customer Support,54,114052,17,42,68.8,No
EMP02937,Admin,50,111956,10,64,69.4,No
EMP02938,Operations,39,113110,1,56,67.4,No
EMP02939,Engineering,25,129947,14,59,90.6,Yes
EMP02940,Operations,35,103721,19,44,80.6,Yes
EMP02941,HR,40,100937,8,46,62.0,No
EMP02942,Admin,21,69467,8,32,59.6,No
EMP02943,Customer Support,36,79765,1,57,50.0,No
EMP02944,Admin,38,83135,18,56,94.0,Yes
EMP02945,HR,40,105501,16,43,83.6,Yes
EMP02946,Finance,39,120174,8,54,68.8,No
EMP02947,Admin,32,75865,21,42,88.0,Yes
EMP02948,Operations,26,93924,21,45,76.8,Yes
EMP02949,IT,27,107938,24,46,91.8,Yes
EMP02950,Customer Support,37,86087,6,57,62.0,No
EMP02951,Finance,44,117941,25,48,100.0,Yes
EMP02952,Finance,56,126179,3,39,40.8,No
EMP02953,Finance,36,104064,25,47,88.2,Yes
EMP02954,Operations,49,123317,4,62,70.4,No
EMP02955,Finance,53,121328,16,47,80.0,Yes
EMP02956,Operations,26,84402,6,54,72.2,No
EMP02957,HR,37,86478,20,35,74.0,No
EMP02958,Operations,30,100524,6,63,66.6,No
EMP02959,Operations,51,120955,1,51,57.4,No
EMP02960,Admin,27,76358,25,55,95.0,Yes
EMP02961,Engineering,33,127030,25,34,92.4,Yes
EMP02962,Engineering,56,159287,13,50,71.4,No
EMP02963,HR,23,67721,15,42,82.2,Yes
EMP02964,HR,43,102699,22,53,96.4,Yes
EMP02965,Operations,21,76593,15,35,63.0,No
EMP02966,Admin,59,127227,18,37,70.6,No
EMP02967,Engineering,51,152364,18,65,86.4,Yes
EMP02968,HR,60,120062,21,50,88.8,Yes
EMP02969,Customer Support,55,104492,10,32,50.2,No
EMP02970,IT,40,130438,23,46,85.0,Yes
EMP02971,Operations,38,109998,14,34,68.6,No
EMP02972,Engineering,25,123332,10,49,59.4,No
EMP02973,Sales,22,74449,11,41,60.4,No
EMP02974,Finance,54,122918,12,37,63.8,No
EMP02975,Operations,42,116287,4,41,49.8,No
EMP02976,Finance,58,133660,8,33,55.2,No
EMP02977,Admin,56,123118,3,65,73.4,No
